Id,Name,Age,Nationality,Team,Height,Weight,Overall,Potential,Best position,Value,Wage,International Reputation
198949,K. Malcuit,29,France,Napoli,178cm,77kg,74,74,RB,€3.7M,€44K,2 
226085,Léo Jardim,26,Brazil,LOSC Lille,188cm,82kg,74,78,GK,€4.5M,€21K,1 
230437,Elias Fontoira,25,Brazil,Internacional,186cm,74kg,74,74,CDM,€4.1M,€20K,1 
235813,R. Marin,25,Romania,Cagliari,178cm,70kg,74,78,CAM,€6M,€26K,1 
243237,L. Pellegrini,22,Italy,Juventus,178cm,72kg,74,82,LB,€9M,€42K,1 
231207,J. Lucumí,23,Colombia,KRC Genk,187cm,84kg,74,82,CB,€8.5M,€12K,1 
235047,J. Menéndez,27,Argentina,Real Salt Lake,164cm,63kg,74,74,RW,€4.5M,€9K,1 
191783,V. Berisha,28,Kosovo,Stade de Reims,176cm,81kg,74,74,CAM,€4.2M,€23K,2 
248872,R. Sánchez,25,Paraguay,Club América,170cm,70kg,74,78,CM,€6M,€36K,1 
189225,B. Fornaroli,33,Uruguay,Perth Glory,175cm,68kg,74,74,ST,€2.7M,€7K,1 
218154,K. Billiat,30,Zimbabwe,Kaizer Chiefs,170cm,60kg,74,74,RW,€4.1M,€1K,1 
220714,P. Billing,25,Denmark,AFC Bournemouth,197cm,80kg,74,79,CM,€6M,€29K,1 
155946,R. Snodgrass,33,Scotland,West Bromwich Albion,182cm,82kg,74,74,CAM,€2.6M,€40K,1 
240938,Junior Messias,30,Brazil,Crotone,179cm,70kg,74,74,CAM,€4.1M,€12K,1 
210475,M. Prietl,29,Austria,DSC Arminia Bielefeld,187cm,79kg,74,74,CDM,€3.6M,€21K,1 
220715,E. Ponce,24,Argentina,Spartak Moskva,180cm,80kg,74,80,ST,€6.5M,€41K,1 
189484,D. Santon,30,Italy,Roma,187cm,77kg,74,74,RWB,€3.6M,€36K,2 
170797,N. Şahin,32,Turkey,Antalyaspor,180cm,73kg,74,74,CDM,€2.8M,€15K,3 
192557,M. Plattenhardt,29,Germany,Hertha BSC,181cm,78kg,74,74,LB,€3.7M,€34K,2 
221743,Hélder Costa,27,Portugal,Leeds United,179cm,77kg,74,74,RM,€4.5M,€58K,2 
230191,Enzo Marteiro,29,Brazil,Flamengo,191cm,80kg,74,74,GK,€2.9M,€24K,1 
205360,K. Roofe,28,Jamaica,Rangers FC,178cm,65kg,74,74,CF,€4.3M,€48K,1 
207920,E. Durm,29,Germany,Eintracht Frankfurt,183cm,72kg,74,74,RWB,€3.7M,€23K,2 
217648,G. Haraguchi,30,Japan,1. FC Union Berlin,179cm,68kg,74,74,CAM,€4.1M,€26K,2 
230449,Diegildo Ramos,29,Brazil,Flamengo,185cm,80kg,74,74,ST,€4.2M,€35K,1 
233265,R. Oudin,24,France,FC Girondins de Bordeaux,186cm,81kg,74,77,CAM,€6M,€19K,1 
257073,Tiago Tomás,19,Portugal,Sporting CP,183cm,73kg,74,82,ST,€9M,€8K,1 
204850,T. Nguen,27,Norway,Ferencvárosi TC,174cm,60kg,74,75,CAM,€4.9M,€1K,1 
205362,M. Nastasić,28,Serbia,FC Schalke 04,188cm,83kg,74,74,CB,€3.6M,€12K,2 
211506,J. Swift,26,England,Reading,182cm,73kg,74,77,CAM,€5.5M,€26K,1 
222514,F. Woodman,24,England,Newcastle United,190cm,83kg,74,81,GK,€7M,€20K,1 
244274,A. Šemper,23,Croatia,Genoa,194cm,89kg,74,77,GK,€4.5M,€10K,1 
247090,E. Fernández,20,Argentina,River Plate,178cm,67kg,74,85,CDM,€9M,€11K,1 
216627,K. Moore,28,Wales,Cardiff City,196cm,83kg,74,74,ST,€4.3M,€34K,1 
225844,D. Verde,25,Italy,Spezia,168cm,64kg,74,77,CAM,€5.5M,€17K,1 
232244,S. Ascacíbar,24,Argentina,Hertha BSC,168cm,70kg,74,79,CDM,€6M,€28K,1 
238900,E. Demirović,23,Bosnia and Herzegovina,Sport-Club Freiburg,185cm,80kg,74,81,ST,€8.5M,€23K,1 
244788,P. Bucha,23,Czech Republic,FC Viktoria Plzeň,176cm,71kg,74,81,CAM,€8.5M,€900,1 
201269,F. Rønnow,28,Denmark,1. FC Union Berlin,190cm,80kg,74,74,GK,€3M,€20K,1 
244789,A. Čermák,26,Czech Republic,FC Viktoria Plzeň,181cm,75kg,74,76,CAM,€5M,€1K,1 
230198,Juli Piresinho,21,Brazil,Bahia,180cm,82kg,74,76,CB,€5M,€9K,1 
230199,Vinicius Cardenha,29,Brazil,Fluminense,179cm,73kg,74,74,RB,€3.7M,€20K,1 
244791,P. Hrošovský,29,Slovakia,KRC Genk,172cm,67kg,74,74,CM,€4.1M,€16K,1 
193847,Osmar,33,Spain,FC Seoul,192cm,86kg,74,74,CDM,€2.1M,€6K,2 
190264,Iago Falqué,31,Spain,Torino F.C.,174cm,69kg,74,74,CAM,€3.6M,€38K,2 
180281,Fernandinho Silva,35,Brazil,Chongqing Liangjiang Athletic,173cm,74kg,74,74,LM,€1.7M,€7K,1 
193849,C. Hourihane,30,Republic of Ireland,Aston Villa,180cm,62kg,74,74,CM,€4M,€49K,1 
193338,M. Destro,30,Italy,Genoa,182cm,80kg,74,74,ST,€4.1M,€17K,2 
230972,A. Ba Loua,24,Côte d'Ivoire,FC Viktoria Plzeň,170cm,64kg,74,76,LM,€5.5M,€1K,1 
203581,I. Balliu,29,Albania,Rayo Vallecano,174cm,65kg,74,74,RB,€3.7M,€17K,1 
211005,Jang Hyeon Soo,29,Korea Republic,Al Hilal,183cm,77kg,74,74,CB,€3.5M,€31K,1 
231485,A. Tuanzebe,23,England,Aston Villa,185cm,75kg,74,81,CB,€8M,€60K,1 
237629,A. Maier,22,Germany,FC Augsburg,186cm,82kg,74,82,CM,€9.5M,€31K,1 
220735,Douglas Tanque,27,Brazil,FC Paços de Ferreira,188cm,92kg,74,75,ST,€4.9M,€11K,1 
227647,M. Mittelstädt,24,Germany,Hertha BSC,180cm,71kg,74,79,LWB,€6M,€28K,1 
233791,A. Maksimenko,23,Russia,Spartak Moskva,187cm,82kg,74,81,GK,€7M,€26K,1 
169792,J. Rodriguez,31,England,Burnley,185cm,84kg,74,74,ST,€3.6M,€33K,2 
205633,L. Castro,32,Argentina,Adana Demirspor,182cm,76kg,74,74,CM,€3.3M,€17K,2 
216385,R. Ortiz,31,Paraguay,Club Olimpia,174cm,75kg,74,74,CDM,€3M,€1K,1 
230465,Allan Bardinho,29,Brazil,Ceará Sporting Club,175cm,72kg,74,74,CAM,€4.1M,€14K,1 
231745,L. Dimata,23,Belgium,RCD Espanyol de Barcelona,185cm,81kg,74,79,ST,€6.5M,€16K,1 
227394,C. González,28,Paraguay,Tigres U.A.N.L.,183cm,80kg,74,74,ST,€4.3M,€42K,1 
230978,T. Awoniyi,23,Nigeria,1. FC Union Berlin,185cm,84kg,74,79,ST,€6.5M,€25K,1 
189506,Victor Sánchez,33,Spain,Western United FC,174cm,72kg,74,74,CM,€2.6M,€4K,1 
204355,P. Dummett,29,Wales,Newcastle United,183cm,82kg,74,74,CB,€3.5M,€32K,1 
208451,R. Quaison,27,Sweden,Ettifaq FC,183cm,77kg,74,75,CAM,€4.9M,€28K,2 
215107,H. Villalba,26,Paraguay,Club Libertad,172cm,75kg,74,74,RM,€4.6M,€1K,1 
215363,L. Montipò,25,Italy,Hellas Verona,191cm,82kg,74,80,GK,€5M,€11K,1 
193091,B. Nuytinck,31,Netherlands,Udinese Calcio,190cm,82kg,74,74,CB,€2.9M,€14K,1 
204612,O. Selnæs,26,Norway,Hebei FC,187cm,77kg,74,75,CM,€4.9M,€12K,1 
230468,José Mirazar,25,Brazil,Grêmio,180cm,74kg,74,74,LM,€4.7M,€24K,1 
231236,M. Cafaro,24,France,Stade de Reims,178cm,74kg,74,78,CAM,€6M,€19K,1 
243780,Kangin Lee,20,Korea Republic,Valencia CF,173cm,68kg,74,82,CAM,€9.5M,€23K,1 
198213,Leandro Damião,31,Brazil,Kawasaki Frontale,188cm,90kg,74,74,ST,€3.6M,€13K,2 
211269,G. Fernández,29,Argentina,Cruz Azul,178cm,75kg,74,74,CM,€4.1M,€50K,1 
241990,O. Fernández,28,Colombia,Club León,166cm,61kg,74,74,LM,€4.2M,€22K,1 
243014,B. Mbeumo,21,France,Brentford,171cm,75kg,74,82,CAM,€9.5M,€32K,1 
179783,R. Fährmann,32,Germany,FC Schalke 04,197cm,98kg,74,74,GK,€2.1M,€9K,2 
206152,L. Aued,34,Argentina,Universidad Católica,178cm,69kg,74,74,CM,€1.9M,€12K,1 
205897,N. Chalobah,26,England,Watford,185cm,80kg,74,76,CDM,€4.7M,€39K,1 
214601,S. Medina,29,Colombia,CF Monterrey ,180cm,72kg,74,74,RB,€3.7M,€37K,1 
221001,U. Saltnes,28,Norway,FK Bodø/Glimt,187cm,78kg,74,74,CM,€4.2M,€6K,1 
230217,Mauri Borgho,29,Brazil,São Paulo,172cm,71kg,74,74,RB,€3.7M,€30K,1 
167753,A. Büyük,33,Turkey,Yeni Malatyaspor,177cm,78kg,74,74,LM,€2.6M,€14K,1 
234569,Florentino,21,Portugal,SL Benfica,184cm,74kg,74,83,CDM,€9M,€8K,1 
247881,J. Escobar,25,Paraguay,Cruz Azul,177cm,76kg,74,77,CB,€5M,€42K,1 
253257,S. Cáceres,21,Uruguay,Club América,180cm,77kg,74,83,CB,€9M,€25K,1 
192073,A. Bertolacci,30,Italy,Fatih Karagümrük S.K.,179cm,72kg,74,74,CM,€4M,€14K,2 
231242,A. Ounas,24,Algeria,Napoli,172cm,65kg,74,78,CAM,€6M,€44K,1 
233290,R. Zhemaletdinov,24,Russia,FC Lokomotiv Moscow,184cm,80kg,74,78,RM,€6M,€33K,1 
253002,G. Raspadori,21,Italy,U.S. Sassuolo Calcio,172cm,69kg,74,88,ST,€10.5M,€22K,2 
234827,J. Rasmussen,24,Denmark,Vitesse,190cm,81kg,74,81,CB,€8M,€32K,1 
236108,Estevão Baldeiro,25,Brazil,Flamengo,186cm,85kg,74,74,CB,€4.1M,€27K,1 
202061,J. Kurtić,32,Slovenia,PAOK,186cm,88kg,74,74,CM,€3.3M,€1K,2 
234573,Aurélio Buta,24,Portugal,Royal Antwerp FC,171cm,66kg,74,78,RWB,€5.5M,€15K,1 
191053,T. Rincón,33,Venezuela,Torino F.C.,177cm,78kg,74,74,CDM,€2.6M,€35K,2 
196942,Iñigo Pérez,33,Spain,CA Osasuna,178cm,74kg,74,74,CDM,€2.1M,€21K,1 
206414,S. Kryvtsov,30,Ukraine,Shakhtar Donetsk,186cm,83kg,74,74,CB,€3.5M,€850,1 
214350,M. Rangel,30,Colombia,Mazatlán Futbol Club,187cm,80kg,74,74,ST,€4.1M,€14K,1 
215886,D. Kreilach,32,Croatia,Real Salt Lake,186cm,78kg,74,74,ST,€3.4M,€9K,1 
226382,L. Villarruel,30,Argentina,LDU Quito,173cm,74kg,74,74,CDM,€3.5M,€1K,1 
231247,B. Cufré,24,Argentina,Málaga CF,179cm,82kg,74,81,LWB,€8M,€17K,1 
240976,M. Saracchi,23,Uruguay,RB Leipzig,172cm,68kg,74,79,LM,€6M,€40K,1 
226385,C. Espinoza,26,Argentina,San Jose Earthquakes,173cm,73kg,74,74,RM,€4.6M,€8K,1 
227153,C. Borja,28,Colombia,Aytemiz Alanyaspor,180cm,66kg,74,74,LB,€3.8M,€13K,1 
163665,D. Congré,36,France,Dijon FCO,185cm,80kg,74,74,CB,€750K,€4K,2 
251217,Jean Lucas,23,Brazil,AS Monaco,181cm,78kg,74,80,CM,€6.5M,€34K,1 
210259,A. Hassan,28,Egypt,Olympiacos CFP,191cm,78kg,74,74,ST,€4.3M,€1K,1 
215123,A. Aguerre,30,Argentina,Newell's Old Boys,181cm,76kg,74,75,GK,€3.2M,€10K,1 
162131,Llorente,36,Spain,Udinese Calcio,193cm,92kg,74,74,ST,€1.4M,€13K,3 
230227,Caio Nunson,21,Brazil,Fortaleza,185cm,85kg,74,74,CB,€4.4M,€9K,1 
203604,D. Pavelka,30,Czech Republic,AC Sparta Praha,185cm,75kg,74,74,CDM,€3.5M,€950,1 
248148,Zubimendi,22,Spain,Real Sociedad,181cm,74kg,74,84,CM,€9.5M,€23K,1 
230229,Otávio Cairinho,29,Brazil,Palmeiras,179cm,80kg,74,74,CB,€3.5M,€30K,1 
183125,T. Deeney,33,England,Watford,183cm,90kg,74,74,ST,€2.7M,€47K,2 
225878,C. Domínguez,26,Paraguay,Austin FC,179cm,74kg,74,74,LM,€4.6M,€8K,1 
230230,Eltildo Correia,29,Brazil,Clube Atlético Mineiro,188cm,78kg,74,74,CB,€3.5M,€28K,1 
210007,André Ramalho,29,Brazil,PSV,182cm,78kg,74,75,CB,€3.9M,€15K,1 
192087,G. Schennikov,30,Russia,PFC CSKA Moscow,178cm,75kg,74,74,LB,€3.6M,€33K,1 
203864,B. Zuculini,28,Argentina,River Plate,182cm,77kg,74,75,CDM,€4.1M,€15K,1 
241496,T. Weah,21,United States,LOSC Lille,183cm,66kg,74,81,ST,€8.5M,€24K,2 
194904,B. Hamid,30,United States,D.C. United,191cm,102kg,74,74,GK,€2.8M,€6K,2 
222041,L. Boyé,25,Argentina,Elche CF,183cm,79kg,74,79,ST,€6.5M,€19K,1 
235866,C. Kouamé,23,Côte d'Ivoire,Fiorentina,185cm,70kg,74,80,ST,€6.5M,€39K,1 
220763,R. Thomas,26,New Zealand,PSV,174cm,64kg,74,76,CAM,€5M,€16K,1 
229723,M. Jensen,25,Denmark,Brentford,180cm,68kg,74,77,CM,€5.5M,€37K,1 
247131,A. Espino,29,Uruguay,Cádiz CF,172cm,71kg,74,74,LB,€3.7M,€24K,1 
224348,L. Hoyos,32,Argentina,Vélez Sarsfield,183cm,76kg,74,74,GK,€2.1M,€10K,1 
236636,A. Caci,24,France,RC Strasbourg Alsace,186cm,74kg,74,80,LB,€6M,€16K,1 
230237,Robson Denho,29,Brazil,Atlético Clube Goianiense,181cm,78kg,74,74,CDM,€3.6M,€12K,1 
188253,J. McCarthy,30,Republic of Ireland,Celtic,180cm,72kg,74,74,CDM,€3.5M,€39K,2 
202078,D. Nagbe,30,United States,Columbus Crew,175cm,77kg,74,74,CAM,€3.5M,€8K,1 
230239,Claudiano Sobrino,25,Brazil,Palmeiras,177cm,72kg,74,74,CDM,€4.1M,€27K,1 
240223,M. Ristić,25,Serbia,Montpellier Hérault SC,180cm,79kg,74,77,LB,€5M,€19K,1 
243551,A. Gholizadeh,25,Iran,Royal Charleroi S.C.,176cm,69kg,74,76,LM,€5.5M,€13K,1 
194911,Adrián,34,Spain,Liverpool,190cm,80kg,74,74,GK,€725K,€53K,2 
203872,G. Hauche,34,Argentina,Argentinos Juniors,168cm,71kg,74,74,LW,€2M,€14K,1 
230240,Ramón da Almeyda,25,Brazil,Cuiabá,178cm,80kg,74,74,LB,€4.2M,€14K,1 
208737,E. Bicfalvi,33,Romania,,187cm,80kg,74,74,CAM,€0,€0,1 
230497,Roni Gameira,29,Brazil,Club Athletico Paranaense,180cm,76kg,74,74,ST,€4.2M,€16K,1 
231777,A. Ömür,22,Turkey,Trabzonspor,168cm,70kg,74,82,CAM,€9.5M,€22K,1 
188770,A. Mehmedi,30,Switzerland,VfL Wolfsburg,183cm,78kg,74,74,CF,€4.1M,€49K,2 
221540,Raúl,31,Brazil,SC Braga,187cm,80kg,74,74,CB,€2.9M,€12K,1 
231012,C. de Pena,29,Uruguay,Dynamo Kyiv,177cm,72kg,74,74,LM,€4.1M,€1K,1 
231524,T. Pochettino,25,Argentina,Austin FC,180cm,72kg,74,79,CAM,€6M,€8K,1 
170084,W. Hennessey,34,Wales,Burnley,198cm,90kg,74,74,GK,€725K,€22K,2 
230245,Douglas Carvalheira,33,Brazil,Flamengo,174cm,74kg,74,74,LB,€2.2M,€28K,1 
233061,M. Pereira Lage,24,Portugal,Angers SCO,180cm,67kg,74,78,RM,€6M,€18K,1 
241509,Mauro Júnior,22,Brazil,PSV,171cm,62kg,74,80,CAM,€7M,€14K,1 
183141,Oier,31,Spain,RCD Espanyol de Barcelona,190cm,86kg,74,74,GK,€2.2M,€12K,1 
223334,Joelinton,24,Brazil,Newcastle United,186cm,81kg,74,78,ST,€6M,€32K,1 
232294,R. Morioka,30,Japan,Royal Charleroi S.C.,180cm,79kg,74,74,CM,€4M,€14K,1 
219496,Simy,29,Nigeria,Crotone,198cm,84kg,74,74,ST,€4.2M,€14K,1 
190569,S. Frei,35,United States,Seattle Sounders FC,191cm,88kg,74,74,GK,€475K,€4K,2 
239978,D. Man,22,Romania,Parma,183cm,82kg,74,84,ST,€9.5M,€26K,1 
230507,Nicholas Aldair,29,Brazil,Fluminense,187cm,81kg,74,74,ST,€4.2M,€23K,1 
235883,R. Sessegnon,21,England,Tottenham Hotspur,178cm,71kg,74,84,LM,€9M,€41K,1 
237419,A. Abedzadeh,28,Iran,SD Ponferradina,186cm,80kg,74,75,GK,€3.3M,€7K,1 
215148,M. Bíttolo,31,Argentina,Newell's Old Boys,170cm,62kg,74,74,LB,€3.1M,€13K,1 
169324,A. Ulmer,35,Austria,FC Red Bull Salzburg,175cm,73kg,74,74,LB,€1.3M,€16K,1 
225646,C. Mayada,30,Uruguay,Club Libertad,174cm,73kg,74,74,RB,€3.6M,€1K,1 
211567,Gilberto,28,Brazil,SL Benfica,181cm,76kg,74,74,RB,€3.8M,€12K,1 
212591,W. Zimmerman,28,United States,Nashville SC,191cm,89kg,74,76,CB,€4.2M,€8K,1 
225647,M. Campaña,32,Uruguay,Al Batin,186cm,70kg,74,74,GK,€2.1M,€12K,2 
230255,Edval Anton,29,Brazil,Fortaleza,183cm,71kg,74,74,CDM,€3.6M,€12K,1 
172143,L. Schøne,35,Denmark,N.E.C. Nijmegen,178cm,78kg,74,74,CM,€1.7M,€9K,2 
237679,R. Kolo Muani,22,France,FC Nantes,187cm,73kg,74,82,ST,€9.5M,€21K,1 
178031,P. Baysse,33,France,FC Girondins de Bordeaux,185cm,83kg,74,74,CB,€2M,€20K,2 
244591,J. Bogle,20,England,Sheffield United,178cm,69kg,74,85,RWB,€9M,€17K,1 
186992,J. Dueñas,32,Mexico,Tigres U.A.N.L.,174cm,73kg,74,74,LB,€2.9M,€34K,1 
198513,Cláudio Ramos,29,Portugal,FC Porto,183cm,78kg,74,76,GK,€3.5M,€9K,1 
205427,Djaniny,30,Cape Verde Islands,Trabzonspor,190cm,78kg,74,74,ST,€4.1M,€25K,1 
209523,D. González,27,Paraguay,Club Olimpia,175cm,75kg,74,74,LM,€4.5M,€1K,1 
224883,S. Mounié,26,Benin,Stade Brestois 29,190cm,83kg,74,76,ST,€5.5M,€19K,2 
192371,F. Rinaudo,34,Argentina,Rosario Central,176cm,74kg,74,74,CDM,€1.4M,€14K,2 
211061,A. Maxim,30,Romania,Gazişehir Gaziantep F.K.,177cm,73kg,74,74,CAM,€4.1M,€14K,2 
215157,F. Lértora,30,Argentina,Club Atlético Colón,176cm,73kg,74,74,CDM,€3.5M,€12K,1 
263286,A. Mandous,29,Czech Republic,SK Slavia Praha,188cm,85kg,74,75,GK,€3.2M,€750,1 
206198,D. Heintz,27,Germany,Sport-Club Freiburg,188cm,90kg,74,76,CB,€4.5M,€22K,2 
234870,E. Karaca,31,Turkey,Aytemiz Alanyaspor,166cm,56kg,74,74,RM,€3.5M,€14K,1 
263287,I. Schranz,27,Slovakia,SK Slavia Praha,185cm,73kg,74,75,ST,€4.9M,€1K,1 
223608,Eraso,31,Spain,CD Leganés,181cm,72kg,74,74,CM,€3.5M,€12K,1 
225144,P. Tau,27,South Africa,Brighton & Hove Albion,175cm,65kg,74,75,CAM,€4.9M,€45K,1 
171896,H. Ayala,34,Mexico,Tigres U.A.N.L.,183cm,81kg,74,74,CB,€1.4M,€34K,1 
256632,Luis Henrique,19,Brazil,Olympique de Marseille,181cm,74kg,74,82,RM,€9M,€20K,1 
228729,B. Valdez,28,Paraguay,Club América,180cm,84kg,74,75,CB,€4M,€36K,1 
231545,Miguel Silva,26,Portugal,Clube Sport Marítimo,189cm,82kg,74,79,GK,€4.9M,€8K,1 
200826,M. Quiroga,31,Argentina,Club Necaxa,188cm,80kg,74,74,ST,€3.6M,€14K,1 
219258,Pedro Henrique,28,Brazil,Vitória de Guimarães,190cm,88kg,74,76,CB,€4.2M,€10K,1 
221306,M. Barrios,30,Colombia,Colorado Rapids,162cm,65kg,74,74,RM,€4.1M,€8K,1 
235899,D. Zeefuik,23,Netherlands,Hertha BSC,177cm,76kg,74,79,RB,€6M,€28K,1 
245371,T. Almada,20,Argentina,Vélez Sarsfield,171cm,62kg,74,86,CAM,€10M,€10K,1 
213884,R. Christie,26,Scotland,Celtic,178cm,71kg,74,77,CAM,€5.5M,€43K,1 
238717,E. Pinnock,28,Jamaica,Brentford,194cm,79kg,74,75,CB,€4M,€37K,1 
207998,D. Ward,28,Wales,Leicester City,191cm,88kg,74,74,GK,€3M,€53K,1 
221310,A. Roa,28,Colombia,Club Atlético Independiente,175cm,67kg,74,74,CAM,€4.2M,€14K,1 
201343,T. Šunjić,32,Bosnia and Herzegovina,Henan Songshan Longmen FC,194cm,93kg,74,74,CB,€2.7M,€12K,1 
161663,S. Viera,38,Uruguay,Junior FC,184cm,84kg,74,74,GK,€475K,€2K,1 
234111,D. Turnbull,21,Scotland,Celtic,185cm,75kg,74,83,CAM,€9.5M,€32K,1 
237183,M. Rojas,25,Paraguay,Racing Club,186cm,78kg,74,77,CAM,€5.5M,€16K,1 
230529,Benjamin Meseira,25,Brazil,Club Athletico Paranaense,180cm,75kg,74,74,RB,€4.2M,€12K,1 
225410,A. Masina,27,Morocco,Watford,191cm,87kg,74,75,LB,€4.4M,€39K,1 
230274,Dani Rochelinhas,29,Brazil,Club Athletico Paranaense,178cm,75kg,74,74,CAM,€4.1M,€15K,1 
255106,L. Badé,21,France,Stade Rennais FC,191cm,89kg,74,82,CB,€9M,€24K,1 
216451,J. Seri,29,Côte d'Ivoire,Fulham,170cm,73kg,74,74,CM,€3.6M,€43K,2 
132740,J. Hansen,36,Denmark,Aarhus GF,188cm,78kg,74,74,GK,€475K,€7K,1 
230021,J. Aidoo,25,Ghana,RC Celta de Vigo,184cm,80kg,74,79,CB,€5.5M,€17K,1 
225926,Pere Milla,28,Spain,Elche CF,184cm,72kg,74,74,ST,€4.3M,€20K,1 
190854,P. Pekarík,34,Slovakia,Hertha BSC,177cm,73kg,74,74,RB,€1.5M,€32K,2 
198023,Ximo Navarro,31,Spain,Deportivo Alavés,176cm,75kg,74,74,RB,€3.1M,€19K,1 
216199,P. Mainka,26,Germany,1. FC Heidenheim 1846,194cm,86kg,74,75,CB,€4.4M,€20K,1 
178567,E. Pieters,32,Netherlands,Burnley,183cm,87kg,74,74,LB,€2.9M,€27K,2 
238216,C. Gallagher,21,England,Crystal Palace,182cm,74kg,74,82,CM,€9.5M,€53K,1 
205193,K. Rekik,26,Netherlands,Sevilla FC,186cm,84kg,74,77,CB,€4.9M,€20K,1 
214665,J. Ramírez,28,Argentina,Boca Juniors,174cm,72kg,74,74,CM,€4.2M,€16K,1 
247181,G. Plata,20,Ecuador,Sporting CP,178cm,65kg,74,84,CAM,€9.5M,€10K,1 
194957,P. Jones,29,England,Manchester United,185cm,71kg,74,74,CB,€3.5M,€73K,2 
211856,K. Akpoguma,26,Nigeria,TSG Hoffenheim,192cm,85kg,74,76,CB,€4.6M,€26K,2 
219536,I. Pussetto,25,Argentina,Udinese Calcio,180cm,74kg,74,78,ST,€6M,€45K,1 
224656,O. Aina,24,Nigeria,Torino F.C.,184cm,82kg,74,78,RWB,€5.5M,€27K,1 
246672,Barrenetxea,19,Spain,Real Sociedad,175cm,74kg,74,83,LW,€9M,€17K,1 
205970,J. Wallace,27,England,Millwall,178cm,70kg,74,74,RW,€4.5M,€16K,1 
239250,Abel Ruiz,21,Spain,SC Braga,182cm,73kg,74,83,ST,€9.5M,€11K,1 
178322,M. Layún,33,Mexico,Club América,183cm,75kg,74,74,RB,€2.2M,€34K,1 
212883,D. Amartey,26,Ghana,Leicester City,186cm,79kg,74,77,CB,€5M,€61K,1 
215699,Y. Sabaly,28,Senegal,Real Betis Balompié,173cm,67kg,74,74,RB,€3.8M,€19K,2 
242835,L. Balerdi,22,Argentina,Olympique de Marseille,187cm,76kg,74,82,CB,€9M,€24K,1 
199060,G. Tzavellas,33,Greece,AEK Athens,183cm,77kg,74,74,CB,€2M,€1K,2 
219797,R. Martínez,27,Colombia,Club América,180cm,89kg,74,75,ST,€4.9M,€41K,1 
230293,Meirelinson,29,Brazil,Sport Club Corinthians Paulista,182cm,79kg,74,74,CB,€3.5M,€24K,1 
212118,M. Grimes,25,England,Swansea City,178cm,70kg,74,76,CM,€5.5M,€24K,1 
226710,G. Scamacca,22,Italy,U.S. Sassuolo Calcio,195cm,85kg,74,84,ST,€9.5M,€26K,2 
208535,A. Duncan,28,Ghana,Fiorentina,178cm,78kg,74,74,CDM,€4.2M,€42K,2 
237207,S. Kalu,23,Nigeria,FC Girondins de Bordeaux,177cm,78kg,74,79,RM,€6.5M,€19K,1 
186519,Juan Cala,31,Spain,Cádiz CF,185cm,78kg,74,74,CB,€2.9M,€23K,1 
222104,T. Adarabioyo,23,England,Fulham,196cm,78kg,74,82,CB,€8.5M,€35K,1 
182168,A. Ranocchia,33,Italy,Inter,195cm,81kg,74,74,CB,€2M,€60K,2 
199833,L. Unnerstall,30,Germany,FC Twente,198cm,103kg,74,74,GK,€2.8M,€8K,1 
233113,Aleñá,23,Spain,Getafe CF,180cm,73kg,74,79,CAM,€6.5M,€20K,1 
186521,B. Espinosa,31,Colombia,Girona FC,192cm,85kg,74,74,CB,€2.9M,€11K,1 
211098,B. Dack,27,England,Blackburn Rovers,173cm,71kg,74,75,CAM,€4.9M,€37K,1 
211099,O. Nguette,26,Senegal,FC Metz,182cm,76kg,74,74,LW,€4.6M,€19K,1 
222875,J. Kayembe,26,Belgium,Royal Charleroi S.C.,180cm,73kg,74,75,LB,€4.5M,€13K,1 
231835,T. Henry,26,France,Oud-Heverlee Leuven,192cm,86kg,74,76,ST,€5.5M,€15K,1 
229788,Rubén Alcaraz,30,Spain,Real Valladolid CF,183cm,81kg,74,74,CDM,€4M,€11K,1 
189084,E. Room,32,Curacao,Columbus Crew,188cm,81kg,74,74,GK,€2.1M,€6K,1 
182941,P. Aguilar,34,Paraguay,Cruz Azul,178cm,78kg,74,74,CB,€1.4M,€44K,1 
231838,M. Wöber,23,Austria,FC Red Bull Salzburg,188cm,82kg,74,80,CB,€6M,€19K,1 
244383,M. Burda,26,Ukraine,Dynamo Kyiv,187cm,80kg,74,78,CB,€5M,€850,1 
257439,R. Ofori,27,Ghana,Orlando Pirates,185cm,79kg,74,77,GK,€4.1M,€700,1 
225696,Murilo,26,Brazil,Gil Vicente FC,177cm,68kg,74,75,RM,€5M,€10K,1 
227232,F. Sotoca,30,France,Racing Club de Lens,187cm,77kg,74,74,ST,€4.1M,€27K,1 
252064,L. Krejčí,22,Czech Republic,AC Sparta Praha,190cm,86kg,74,81,CB,€8M,€800,1 
193440,N. Viergever,31,Netherlands,PSV,183cm,77kg,74,74,CB,€2.9M,€14K,1 
226721,G. Alcalá,28,Mexico,Club Tijuana,179cm,74kg,74,76,GK,€3.6M,€15K,1 
240033,D. Hovorka,27,Czech Republic,SK Slavia Praha,179cm,73kg,74,75,CB,€4.2M,€850,1 
241569,D. Martínez,23,Paraguay,River Plate,182cm,76kg,74,81,CB,€8M,€12K,1 
214436,P. Díaz,26,Chile,River Plate,178cm,76kg,74,77,CB,€4.9M,€14K,1 
152996,P. Skjelbred,34,Norway,Rosenborg BK,178cm,73kg,74,74,CDM,€1.4M,€7K,1 
